IPAddress: DESKTOP-QFVNVB1,Action: Update thành công - Name: 7787887,518588c2-9306-42fd-a37b-13c2974e5020,02a83a10-c6b0-4a76-9405-87750926f233,,, - Id: e0076fce-ddf8-4e31-81aa-845b3c8ff18a,AppCode: Parking,SubSystemCode: tblCard,User: admin,ObjectName: 7787887,518588c2-9306-42fd-a37b-13c2974e5020,02a83a10-c6b0-4a76-9405-87750926f233,,,, Action: Sửa,Date: 18/03/2022 07:59:19
IPAddress: DESKTOP-QFVNVB1,Action: Update thành công - Name: 7787887,518588c2-9306-42fd-a37b-13c2974e5020,,,, - Id: e0076fce-ddf8-4e31-81aa-845b3c8ff18a,AppCode: Parking,SubSystemCode: tblCard,User: admin,ObjectName: 7787887,518588c2-9306-42fd-a37b-13c2974e5020,,,,, Action: Sửa,Date: 18/03/2022 08:00:07
IPAddress: DESKTOP-QFVNVB1,Action: Update thành công - Name: 7787887,518588c2-9306-42fd-a37b-13c2974e5020,7eb5a179-8724-4b06-bc2f-e92dfd45e5cf,,, - Id: e0076fce-ddf8-4e31-81aa-845b3c8ff18a,AppCode: Parking,SubSystemCode: tblCard,User: admin,ObjectName: 7787887,518588c2-9306-42fd-a37b-13c2974e5020,7eb5a179-8724-4b06-bc2f-e92dfd45e5cf,,,, Action: Sửa,Date: 18/03/2022 08:07:57
IPAddress: DESKTOP-QFVNVB1,Action: Update thành công - Name: 7787887,518588c2-9306-42fd-a37b-13c2974e5020,,,, - Id: e0076fce-ddf8-4e31-81aa-845b3c8ff18a,AppCode: Parking,SubSystemCode: tblCard,User: admin,ObjectName: 7787887,518588c2-9306-42fd-a37b-13c2974e5020,,,,, Action: Sửa,Date: 18/03/2022 08:08:42
IPAddress: DESKTOP-QFVNVB1,Action: Update thành công - Name: 7787887,518588c2-9306-42fd-a37b-13c2974e5020,7eb5a179-8724-4b06-bc2f-e92dfd45e5cf,,, - Id: e0076fce-ddf8-4e31-81aa-845b3c8ff18a,AppCode: Parking,SubSystemCode: tblCard,User: admin,ObjectName: 7787887,518588c2-9306-42fd-a37b-13c2974e5020,7eb5a179-8724-4b06-bc2f-e92dfd45e5cf,,,, Action: Sửa,Date: 18/03/2022 08:23:45
IPAddress: DESKTOP-QFVNVB1,Action: Update thành công - Name: 7787887,518588c2-9306-42fd-a37b-13c2974e5020,fef20385-7583-44b5-9b87-28266fdf8877,,, - Id: e0076fce-ddf8-4e31-81aa-845b3c8ff18a,AppCode: Parking,SubSystemCode: tblCard,User: admin,ObjectName: 7787887,518588c2-9306-42fd-a37b-13c2974e5020,fef20385-7583-44b5-9b87-28266fdf8877,,,, Action: Sửa,Date: 18/03/2022 08:24:55
IPAddress: DESKTOP-QFVNVB1,Action: Update thành công - Name: 7787887,518588c2-9306-42fd-a37b-13c2974e5020,,,, - Id: e0076fce-ddf8-4e31-81aa-845b3c8ff18a,AppCode: Parking,SubSystemCode: tblCard,User: admin,ObjectName: 7787887,518588c2-9306-42fd-a37b-13c2974e5020,,,,, Action: Sửa,Date: 18/03/2022 08:27:03
IPAddress: DESKTOP-QFVNVB1,Action: Update thành công - Name: 34324325,d3d45321-a8b9-4304-bcd8-a6d4852efe0f,fef29017-f205-4115-8331-b4e160403f05,,, - Id: 7f269623-32ec-4af3-b5a8-072f3f8a932b,AppCode: Parking,SubSystemCode: tblCard,User: admin,ObjectName: 34324325,d3d45321-a8b9-4304-bcd8-a6d4852efe0f,fef29017-f205-4115-8331-b4e160403f05,,,, Action: Sửa,Date: 18/03/2022 08:28:33
IPAddress: DESKTOP-QFVNVB1,Action: Update thành công - Name: 34324325,d3d45321-a8b9-4304-bcd8-a6d4852efe0f,,,, - Id: 7f269623-32ec-4af3-b5a8-072f3f8a932b,AppCode: Parking,SubSystemCode: tblCard,User: admin,ObjectName: 34324325,d3d45321-a8b9-4304-bcd8-a6d4852efe0f,,,,, Action: Sửa,Date: 18/03/2022 08:29:33
IPAddress: DESKTOP-QFVNVB1,Action: Update thành công - Name: 34324325,d3d45321-a8b9-4304-bcd8-a6d4852efe0f,153dbc6a-f69a-4d56-9b26-656940a7b376,,, - Id: 7f269623-32ec-4af3-b5a8-072f3f8a932b,AppCode: Parking,SubSystemCode: tblCard,User: admin,ObjectName: 34324325,d3d45321-a8b9-4304-bcd8-a6d4852efe0f,153dbc6a-f69a-4d56-9b26-656940a7b376,,,, Action: Sửa,Date: 18/03/2022 08:30:11
IPAddress: DESKTOP-QFVNVB1,Action: Update thành công - Name: 34324325,d3d45321-a8b9-4304-bcd8-a6d4852efe0f,4ca0026f-d4e0-417d-97bf-986ff14eeecb,,, - Id: 7f269623-32ec-4af3-b5a8-072f3f8a932b,AppCode: Parking,SubSystemCode: tblCard,User: admin,ObjectName: 34324325,d3d45321-a8b9-4304-bcd8-a6d4852efe0f,4ca0026f-d4e0-417d-97bf-986ff14eeecb,,,, Action: Sửa,Date: 18/03/2022 08:30:52
