IPAddress: DESKTOP-QFVNVB1,Action: Update thành công - Name: 6EDDBC76,b34e6958-2e22-40d4-9a95-0ea976a26829,,,, - Id: 000339a2-7813-48c8-9c77-2f45c1ff4c61,AppCode: Parking,SubSystemCode: tblCard,User: admin,ObjectName: 6EDDBC76,b34e6958-2e22-40d4-9a95-0ea976a26829,,,,, Action: Sửa,Date: 10/05/2022 10:06:40
IPAddress: DESKTOP-QFVNVB1,Action: Update thành công - Name: 6EDDBC76,42284e2a-2bec-4e7d-817c-d844023f6897,2fe99def-8ce0-428e-bc5f-449e37cc0908,,, - Id: 000339a2-7813-48c8-9c77-2f45c1ff4c61,AppCode: Parking,SubSystemCode: tblCard,User: admin,ObjectName: 6EDDBC76,42284e2a-2bec-4e7d-817c-d844023f6897,2fe99def-8ce0-428e-bc5f-449e37cc0908,,,, Action: Sửa,Date: 10/05/2022 10:14:15
IPAddress: DESKTOP-QFVNVB1,Action: Update thành công - Name: 6EDDBC76,42284e2a-2bec-4e7d-817c-d844023f6897,2fe99def-8ce0-428e-bc5f-449e37cc0908,,, - Id: 000339a2-7813-48c8-9c77-2f45c1ff4c61,AppCode: Parking,SubSystemCode: tblCard,User: admin,ObjectName: 6EDDBC76,42284e2a-2bec-4e7d-817c-d844023f6897,2fe99def-8ce0-428e-bc5f-449e37cc0908,,,, Action: Sửa,Date: 10/05/2022 10:15:47
IPAddress: DESKTOP-QFVNVB1,Action: Update thành công - Name: 6EDDBC76,42284e2a-2bec-4e7d-817c-d844023f6897,2fe99def-8ce0-428e-bc5f-449e37cc0908,,, - Id: 000339a2-7813-48c8-9c77-2f45c1ff4c61,AppCode: Parking,SubSystemCode: tblCard,User: admin,ObjectName: 6EDDBC76,42284e2a-2bec-4e7d-817c-d844023f6897,2fe99def-8ce0-428e-bc5f-449e37cc0908,,,, Action: Sửa,Date: 10/05/2022 10:16:15
IPAddress: DESKTOP-QFVNVB1,Action: Update thành công - Name: 6EDDBC76,42284e2a-2bec-4e7d-817c-d844023f6897,2fe99def-8ce0-428e-bc5f-449e37cc0908,,, - Id: 000339a2-7813-48c8-9c77-2f45c1ff4c61,AppCode: Parking,SubSystemCode: tblCard,User: admin,ObjectName: 6EDDBC76,42284e2a-2bec-4e7d-817c-d844023f6897,2fe99def-8ce0-428e-bc5f-449e37cc0908,,,, Action: Sửa,Date: 10/05/2022 10:16:43
IPAddress: DESKTOP-QFVNVB1,Action: Update thành công - Name: 1A6F6AD0,518588c2-9306-42fd-a37b-13c2974e5020,,,, - Id: 8a57e78f-e072-4200-978e-4bdca9185cd1,AppCode: Parking,SubSystemCode: tblCard,User: admin,ObjectName: 1A6F6AD0,518588c2-9306-42fd-a37b-13c2974e5020,,,,, Action: Sửa,Date: 10/05/2022 10:17:20
IPAddress: DESKTOP-QFVNVB1,Action: Update thành công - Name: 423445,2cdff11e-bbdc-408e-8120-0ac13aff184f,d1b3f665-8815-4c6e-bdae-337c1f03dde0,,, - Id: fdef0987-919c-4f7c-b9dd-a3ae2de0a707,AppCode: Parking,SubSystemCode: tblCard,User: admin,ObjectName: 423445,2cdff11e-bbdc-408e-8120-0ac13aff184f,d1b3f665-8815-4c6e-bdae-337c1f03dde0,,,, Action: Sửa,Date: 10/05/2022 10:17:58
IPAddress: DESKTOP-QFVNVB1,Action: Update thành công - Name: B9A1ED70,518588c2-9306-42fd-a37b-13c2974e5020,,,, - Id: 13dd875e-f863-4c51-890c-c615fb98c6c4,AppCode: Parking,SubSystemCode: tblCard,User: admin,ObjectName: B9A1ED70,518588c2-9306-42fd-a37b-13c2974e5020,,,,, Action: Sửa,Date: 10/05/2022 11:02:04
IPAddress: DESKTOP-QFVNVB1,Action: Update thành công - Name: 19F71920,518588c2-9306-42fd-a37b-13c2974e5020,,,, - Id: 402c552d-38f0-4af3-86d2-cff2682fa451,AppCode: Parking,SubSystemCode: tblCard,User: admin,ObjectName: 19F71920,518588c2-9306-42fd-a37b-13c2974e5020,,,,, Action: Sửa,Date: 10/05/2022 11:03:12
IPAddress: DESKTOP-QFVNVB1,Action: Update thành công - Name: 12640227,,,,, - Id: 76eaaa5c-73da-417f-ba24-d5a6b66209ca,AppCode: Parking,SubSystemCode: tblCard,User: admin,ObjectName: 12640227,,,,,, Action: Sửa,Date: 10/05/2022 11:05:29
